Timestamp,Open,High,Low,Close,Volume (BTC),Volume (Currency),Weighted Price
6/1/2015 8:00,231.15,231.2,230.04,230.48,510.47,117708.67,230.59
6/1/2015 9:00,230.48,230.8,228.24,229.16,673.67,154594.25,229.48
6/1/2015 10:00,229.11,229.14,226,226.14,912.82,207087.24,226.87
6/1/2015 11:00,226.02,228.1,225.97,227.46,1011.84,229768.62,227.08
6/1/2015 12:00,227.16,227.42,226.22,226.79,259.43,58859.34,226.88
6/1/2015 13:00,226.94,227.75,226.39,227.29,229.64,52134.37,227.02
6/1/2015 14:00,227.08,227.61,226.38,227.59,260.15,59130.42,227.3
6/1/2015 15:00,227.25,227.4,221,222.51,2702.96,603669.58,223.34
6/1/2015 16:00,222.47,224.24,221.26,223.5,926.4,206720.68,223.15
6/1/2015 17:00,223.2,223.71,221.89,222.76,666.74,148696.38,223.02
6/1/2015 18:00,222.72,223,221.65,222.81,484.5,107805.09,222.51
6/1/2015 19:00,222.81,223,221.66,222.64,448.7,99854.25,222.54
6/1/2015 20:00,222.59,222.61,221.63,222.1,321.16,71355.8,222.18
6/1/2015 21:00,222.1,222.82,220.65,221.46,630.72,139885.99,221.79
6/1/2015 22:00,221.57,223.61,221.35,223.25,656.15,145889.82,222.34
6/1/2015 23:00,223.25,223.82,223.13,223.51,102.35,22880.84,223.55
6/2/2015 0:00,223.5,223.88,223,223.86,81,18092.46,223.35
6/2/2015 1:00,223.64,224.29,222.95,224.29,126.67,28364.2,223.92
6/2/2015 2:00,224.04,225.96,223.02,223.9,336.16,75513.92,224.63
6/2/2015 3:00,223.8,223.8,223.09,223.18,32.15,7177.55,223.22
6/2/2015 4:00,223.32,223.32,221.35,222.47,561.55,124597.63,221.88
6/2/2015 5:00,222.66,223,222.1,222.98,105.35,23439.26,222.48
6/2/2015 6:00,222.98,223.75,222.12,223.47,425.66,94868.08,222.87
6/2/2015 7:00,223.47,223.55,222.4,222.4,333.49,74379.46,223.04
6/2/2015 8:00,222.89,223.32,221.79,222.96,401.06,89254.36,222.55
6/2/2015 9:00,222.73,223.01,221.35,222,437.71,97124.49,221.89
6/2/2015 10:00,221.85,222.6,221.34,221.9,648.24,143806.09,221.84
6/2/2015 11:00,221.84,223.23,221.84,222.89,259.74,57858.65,222.76
6/2/2015 12:00,223.07,223.68,222.51,223.61,334.13,74562.87,223.15
6/2/2015 13:00,223.61,225.86,223.39,225.52,324.46,72936.24,224.79
6/2/2015 14:00,225.82,225.88,224.51,224.91,507.64,114286.51,225.13
6/2/2015 15:00,224.78,226.38,224.59,225.34,818.06,184305.41,225.3
6/2/2015 16:00,225.21,226.02,224.41,224.74,438.46,98798.19,225.33
6/2/2015 17:00,224.74,225,223.78,224.75,523.83,117513.39,224.34
6/2/2015 18:00,224.67,224.99,224.19,224.98,238.64,53603.34,224.62
6/2/2015 19:00,224.99,225.8,224.38,225.42,425.53,95780.34,225.09
6/2/2015 20:00,225.16,225.48,224.73,225.14,107.94,24309,225.2
6/2/2015 21:00,225.14,225.21,224.5,225.2,112.72,25350.32,224.9
6/2/2015 22:00,225.02,225.4,224.42,225.35,101.2,22785.28,225.16
6/2/2015 23:00,225.28,225.38,224.62,225.18,63.49,14289.22,225.05
6/3/2015 0:00,225.17,225.4,224.61,225.4,190.05,42791.04,225.16
6/3/2015 1:00,225.4,226.3,225.23,225.94,77.3,17443.39,225.65
6/3/2015 2:00,226.08,226.48,225.67,225.86,163.19,36891.83,226.06
6/3/2015 3:00,225.87,226,224.86,225.46,68.58,15457.43,225.4
6/3/2015 4:00,225.59,225.89,225.35,225.7,22.81,5146.21,225.58
6/3/2015 5:00,225.58,225.89,225.32,225.39,22.53,5084.99,225.67
6/3/2015 6:00,225.45,225.58,224.41,224.55,263.52,59184.31,224.59
6/3/2015 7:00,224.55,225.07,223.1,223.1,282.25,63203.87,223.93
6/3/2015 8:00,223.13,223.58,222.57,223.3,740.31,165277.54,223.25
6/3/2015 9:00,223.3,225.09,223.3,224.87,191.6,43005.43,224.45
6/3/2015 10:00,224.87,224.87,224,224.49,233.17,52260.45,224.13
6/3/2015 11:00,224.49,224.99,224,224.33,283.86,63732.25,224.52
6/3/2015 12:00,224.44,225.34,224.32,225.3,165.55,37189.33,224.64
6/3/2015 13:00,225.3,226.31,224.78,225.4,196.85,44391.66,225.51
6/3/2015 14:00,225.5,226.09,225.03,225.92,295.41,66681.78,225.73
6/3/2015 15:00,225.92,225.92,224.79,225.45,266.18,60023.29,225.5
6/3/2015 16:00,225.45,225.69,224.82,225.68,281.18,63294.5,225.11
6/3/2015 17:00,225.4,225.88,224.76,225.61,279.41,62990.34,225.44
6/3/2015 18:00,225.75,226.49,225.61,226.41,583.33,131994.23,226.28
6/3/2015 19:00,226.42,226.99,225.87,226.89,399.97,90589.58,226.49
6/3/2015 20:00,226.9,226.98,225,225.97,294.32,66525.42,226.03
6/3/2015 21:00,225.97,225.99,225.17,225.33,148.69,33541.49,225.57
6/3/2015 22:00,225.5,225.68,224.84,225.51,145.52,32774.97,225.23
6/3/2015 23:00,225.51,225.51,224.27,224.27,219.98,49464.06,224.85
6/4/2015 0:00,224.8,225.51,224.8,225.34,29.25,6589.97,225.28
6/4/2015 1:00,225.4,225.46,225.08,225.44,50.29,11332.21,225.35
6/4/2015 2:00,225.4,225.58,224.57,224.57,74.33,16746.62,225.3
6/4/2015 3:00,224.7,225.29,224.33,225,115.82,26046.28,224.88
6/4/2015 4:00,225.01,225.33,224.21,224.65,136.31,30640.19,224.78
6/4/2015 5:00,224.65,224.93,224.11,224.53,209.29,46957.53,224.37
6/4/2015 6:00,224.7,225.29,224.51,225.14,99.13,22286.2,224.81
6/4/2015 7:00,225.14,225.65,224.11,224.81,295.18,66354.81,224.79
6/4/2015 8:00,224.81,225.77,224.61,225.62,157.16,35417.4,225.36
6/4/2015 9:00,225.62,225.66,225.2,225.2,180.61,40705.94,225.38
6/4/2015 10:00,225.21,225.4,224.7,224.88,175.2,39404.49,224.92
6/4/2015 11:00,224.87,225.69,224.49,224.7,208.77,46975.57,225.01
6/4/2015 12:00,224.7,224.98,223.51,224.97,474.55,106366.7,224.14
6/4/2015 13:00,224.98,225.07,224.06,224.99,313.19,70434.36,224.89
6/4/2015 14:00,224.85,225.75,224.8,225.11,184.45,41552.83,225.28
6/4/2015 15:00,225.11,225.64,224.92,225.42,154.77,34882.66,225.39
6/4/2015 16:00,225.47,225.65,225.07,225.65,334.2,75310.43,225.34
6/4/2015 17:00,225.5,225.66,224.81,225.28,151.05,34028.32,225.27
6/4/2015 18:00,225.4,225.98,224.82,225.2,89.68,20228.81,225.57
6/4/2015 19:00,225.17,225.19,223.5,224.9,282.46,63367.86,224.34
6/4/2015 20:00,224.83,224.97,222.74,223.99,473.39,105873.28,223.65
6/4/2015 21:00,223.99,223.99,223.91,223.92,96.52,21617.83,223.97
6/4/2015 22:00,223.9,223.92,223.59,223.7,98.65,22072.25,223.74
6/4/2015 23:00,223.7,223.7,222,222.99,438.15,97557.09,222.66
6/5/2015 0:00,222.99,223.42,222.37,223.2,52.87,11792.16,223.05
6/5/2015 1:00,223.26,223.43,222.32,223.43,61.44,13715.1,223.24
6/5/2015 2:00,223.45,223.78,223.11,223.25,61.58,13764.04,223.53
6/5/2015 3:00,223.25,223.58,223.2,223.28,27.63,6169.45,223.3
6/5/2015 4:00,223.26,223.35,222.47,222.47,38.68,8632.07,223.14
6/5/2015 5:00,223,223.07,221.55,222.89,264.38,58701.05,222.03
6/5/2015 6:00,222.89,222.9,221.38,222.8,211.31,46957.01,222.22
6/5/2015 7:00,222.68,222.99,221.38,222.31,212.69,47277.1,222.28
6/5/2015 8:00,222.56,225.9,219.03,221.92,2270.74,505389.9,222.57
6/5/2015 9:00,221.92,222.77,219.68,222.21,1045.59,231328.06,221.24
6/5/2015 10:00,222.24,223.04,221.1,222.96,345.06,76709.58,222.31
6/5/2015 11:00,222.9,223.75,221.91,223.75,210.22,46885.8,223.03
6/5/2015 12:00,223.75,224.13,223.23,224.08,208.35,46634.98,223.83
6/5/2015 13:00,224.03,224.5,222.24,224.45,418.27,93561.5,223.69
6/5/2015 14:00,224.33,225.15,224.33,224.73,612.2,137663.83,224.87
6/5/2015 15:00,224.73,225.01,224.12,225.01,256,57571.91,224.89
6/5/2015 16:00,224.9,225.01,224.1,224.45,527.08,118427.24,224.69
6/5/2015 17:00,224.42,224.71,224.15,224.16,105.98,23787.22,224.45
6/5/2015 18:00,224.3,224.71,224.15,224.41,410.37,92141.1,224.53
6/5/2015 19:00,224.55,225.01,224.16,224.82,498.93,112198.17,224.88
6/5/2015 20:00,224.95,225.14,224.36,224.8,107.76,24220.47,224.76
6/5/2015 21:00,224.8,225.03,224.8,224.99,95.81,21545.99,224.89
6/5/2015 22:00,224.86,224.99,224.16,224.36,234.79,52732.58,224.6
6/5/2015 23:00,224.36,224.76,224.15,224.4,118.98,26716.98,224.55
6/6/2015 0:00,224.4,224.73,224.15,224.66,74.72,16764.29,224.36
6/6/2015 1:00,224.66,224.98,224.65,224.71,66.02,14841.47,224.8
6/6/2015 2:00,224.71,224.71,223.07,223.98,174.13,38994.39,223.93
6/6/2015 3:00,223.99,223.99,223.58,223.67,11.02,2465.21,223.72
6/6/2015 4:00,223.75,224.27,223.69,224.06,27.21,6098.8,224.13
6/6/2015 5:00,224.06,224.44,224.06,224.31,15.32,3436.87,224.29
6/6/2015 6:00,224.31,224.59,224.27,224.59,65.44,14682.64,224.35
6/6/2015 7:00,224.56,224.75,224.55,224.61,21.46,4820.57,224.64
6/6/2015 8:00,224.73,224.79,223.96,224.73,51.9,11652.17,224.53
6/6/2015 9:00,224.73,224.79,224.2,224.73,46.41,10423.87,224.6
6/6/2015 10:00,224.71,225.26,224.2,224.35,257.04,57786.52,224.82
6/6/2015 11:00,224.4,225.1,224.07,224.67,188.69,42387.45,224.64
6/6/2015 12:00,224.66,225.23,223.45,223.45,165.57,37198.78,224.67
6/6/2015 13:00,223.95,224.46,223.49,224.38,140.97,31577.67,224
6/6/2015 14:00,224.36,224.47,223.92,224.47,197.35,44285.94,224.4
6/6/2015 15:00,224.47,224.5,223.85,223.85,461.01,103397.13,224.28
6/6/2015 16:00,223.81,224.24,223.76,224.24,130.44,29194.12,223.82
6/6/2015 17:00,224.24,224.5,224.24,224.5,29.46,6612.84,224.47
6/6/2015 18:00,224.5,224.58,223.86,224.43,140.94,31630.87,224.42
6/6/2015 19:00,224.43,224.99,224.08,224.79,65.74,14770.41,224.68
6/6/2015 20:00,224.8,224.99,224.22,224.22,76.97,17293.71,224.67
6/6/2015 21:00,224.34,224.49,224.34,224.49,38.41,8621.76,224.46
6/6/2015 22:00,224.48,224.59,224.32,224.56,118.83,26680.22,224.53
6/6/2015 23:00,224.58,224.99,224.26,224.99,207.26,46556.74,224.63
6/7/2015 0:00,224.95,225.38,224.5,225.3,247.79,55740.41,224.95
6/7/2015 1:00,225.35,225.4,224.67,225.05,78.63,17714.84,225.28
6/7/2015 2:00,225.1,225.39,225,225.04,40.35,9090.27,225.31
6/7/2015 3:00,225,225.05,224.67,225.05,11.57,2602.45,224.97
6/7/2015 4:00,224.9,225,224.79,224.9,21.67,4873.09,224.87
6/7/2015 5:00,224.85,225.34,224.79,225.14,69.48,15639.03,225.08
6/7/2015 6:00,225.14,225.4,225.02,225.25,20.51,4619.98,225.24
6/7/2015 7:00,225.2,225.42,224.92,225.37,244,54995.69,225.39
6/7/2015 8:00,225.37,225.48,224.78,225.11,89.19,20080.44,225.15
6/7/2015 9:00,225.11,225.38,224.78,225.3,42.37,9538.52,225.14
6/7/2015 10:00,225.24,225.4,224.78,225.26,117.66,26488.82,225.13
6/7/2015 11:00,225.36,225.38,224.42,224.5,347.92,78114.71,224.52
6/7/2015 12:00,224.45,224.5,224.03,224.5,134.96,30287.62,224.42
6/7/2015 13:00,224.49,224.89,224.49,224.85,259.12,58253.81,224.81
6/7/2015 14:00,224.71,224.88,222,223,752.83,168211.14,223.44
6/7/2015 15:00,223.4,223.71,221.86,222.43,191.88,42673.01,222.4
6/7/2015 16:00,222.35,222.64,222,222.57,135.94,30205.51,222.2
6/7/2015 17:00,222.57,222.58,222.45,222.58,46.09,10255,222.52
6/7/2015 18:00,222.45,222.67,222.06,222.58,51.9,11550.37,222.55
6/7/2015 19:00,222.58,222.68,222.11,222.5,57.24,12731.64,222.44
6/7/2015 20:00,222.29,222.7,222.06,222.36,39.46,8781.09,222.51
6/7/2015 21:00,222.62,222.89,222.03,222.08,216.84,48184.43,222.21
6/7/2015 22:00,222.54,222.9,222.29,222.86,64.01,14256.33,222.72
6/7/2015 23:00,222.83,222.88,222.09,222.7,42.99,9567.65,222.57
6/8/2015 0:00,222.65,222.9,222.31,222.9,106.62,23761.76,222.86
6/8/2015 1:00,222.9,222.9,222.58,222.9,13.82,3080.75,222.84
6/8/2015 2:00,222.9,222.9,222.49,222.5,138.02,30720.17,222.57
6/8/2015 3:00,222.52,222.9,222.49,222.49,33.6,7482.13,222.65
6/8/2015 4:00,222.71,222.9,222.56,222.9,82.59,18407.43,222.89
6/8/2015 5:00,222.9,222.95,222.65,222.65,118.32,26371.39,222.88
6/8/2015 6:00,222.55,222.86,222.55,222.8,68.8,15318.42,222.66
6/8/2015 7:00,222.76,224.64,222.76,224.01,787.13,175793.11,223.33
6/8/2015 8:00,224.01,225.11,224.01,225.11,900.38,202310.54,224.69
6/8/2015 9:00,225.11,225.12,224.53,224.72,212.64,47807.49,224.83
6/8/2015 10:00,224.78,224.8,224.01,224.77,302.52,67915.68,224.5
6/8/2015 11:00,224.77,224.8,223.98,224.79,276.38,62028.16,224.43
6/8/2015 12:00,224.79,226,224.41,225.66,944.16,212479.2,225.04
6/8/2015 13:00,225.8,227.5,225.8,227.16,1096.59,248784.64,226.87
6/8/2015 14:00,227.16,227.99,226.05,227.07,363.38,82547.67,227.17
6/8/2015 15:00,227.2,227.44,225.58,225.8,452.71,102473.74,226.36
6/8/2015 16:00,225.8,226.36,225.12,225.85,364.45,82236.34,225.64
6/8/2015 17:00,225.95,228,225.85,228,345.02,78332.15,227.04
6/8/2015 18:00,227.99,228.6,226.98,227,505.01,115094.91,227.9
6/8/2015 19:00,227,229.2,226.95,229.2,777.36,177476,228.31
6/8/2015 20:00,229.2,229.4,228.41,228.41,237.77,54455.6,229.03
6/8/2015 21:00,228.55,228.65,227.42,228.14,440.53,100443.6,228.01
6/8/2015 22:00,228.14,228.44,227.4,228,204.81,46682.52,227.93
6/8/2015 23:00,228,228.35,227.32,228.17,214.25,48842.42,227.97
6/9/2015 0:00,228.05,228.2,227.51,228.2,19.25,4390.32,228.08
6/9/2015 1:00,228.2,228.2,227.26,227.72,78.48,17873.16,227.74
6/9/2015 2:00,227.74,227.91,227.5,227.6,25.39,5781.7,227.69
6/9/2015 3:00,227.5,227.9,227.43,227.6,43.83,9978.38,227.67
6/9/2015 4:00,227.6,227.83,226.67,227.55,562.8,127813.38,227.1
6/9/2015 5:00,227.6,227.72,226.78,227.28,86.73,19694.5,227.08
6/9/2015 6:00,227.28,227.74,227.03,227.15,118.92,27032.25,227.31
6/9/2015 7:00,227.15,229.75,226.99,229.74,2164.19,494344.01,228.42
6/9/2015 8:00,229.75,230.79,229.71,230.26,875.22,201404.92,230.12
6/9/2015 9:00,230.26,230.44,229.01,229.49,368.44,84673.67,229.82
6/9/2015 10:00,229.49,229.99,229.07,229.99,209.13,48025.32,229.64
6/9/2015 11:00,229.86,230,229.09,229.51,281.19,64616.52,229.8
6/9/2015 12:00,229.65,230.77,229.62,230.37,656.45,151036.85,230.08
6/9/2015 13:00,230.39,230.67,230.07,230.1,235.05,54155.63,230.4
6/9/2015 14:00,230.08,230.4,228.99,229.49,689.51,158447.49,229.8
6/9/2015 15:00,229.5,229.5,229.36,229.39,276.51,63451.75,229.48
6/9/2015 16:00,229.44,230.6,229.25,230.41,562.66,129322.96,229.84
6/9/2015 17:00,230.39,230.56,229.56,230.43,232.1,53442.27,230.26
6/9/2015 18:00,230.43,230.43,229,229,256.97,59047.66,229.78
6/9/2015 19:00,229,229.63,228.6,229.02,242.16,55483.52,229.12
6/9/2015 20:00,229.02,229.58,228.6,229.16,156.53,35869.4,229.15
6/9/2015 21:00,229.29,229.88,228.6,229.86,473.34,108624.97,229.49
6/9/2015 22:00,229.86,229.88,228.56,229.15,336.92,77134.7,228.94
6/9/2015 23:00,229.16,229.79,228.57,228.7,177.94,40780.69,229.18
6/10/2015 0:00,228.7,228.75,228.2,228.69,71.75,16394.55,228.51
6/10/2015 1:00,228.7,228.8,228.29,228.7,17.53,4004.29,228.41
6/10/2015 2:00,228.69,228.78,228.3,228.4,25.45,5814.96,228.47
6/10/2015 3:00,228.4,228.53,228.11,228.4,29.45,6722.36,228.26
6/10/2015 4:00,228.4,228.68,228.01,228.65,60.85,13885.42,228.21
6/10/2015 5:00,228.64,228.9,228.19,228.75,124.69,28521.62,228.73
6/10/2015 6:00,228.7,229.29,228.34,228.75,130.01,29736.64,228.72
6/10/2015 7:00,228.7,229.02,228.11,228.45,188.68,43081.83,228.34
6/10/2015 8:00,228.45,229.22,228.25,228.89,213.84,48952.99,228.92
6/10/2015 9:00,228.8,229.07,228.43,228.98,216.52,49563.39,228.91
6/10/2015 10:00,228.85,229.03,228.28,229,568.98,130237.49,228.9
6/10/2015 11:00,229.03,229.75,229,229.65,439.58,100876.17,229.48
6/10/2015 12:00,229.69,229.71,228.55,229.39,383.61,87941.37,229.25
6/10/2015 13:00,229.4,229.48,228.52,229.2,217.74,49838.15,228.89
6/10/2015 14:00,228.9,229.31,228.53,229.1,135.2,30945.16,228.89
6/10/2015 15:00,229.01,229.1,227.67,228.22,400.92,91471.51,228.15
6/10/2015 16:00,228.22,228.43,226.83,227.1,431.71,98099.34,227.23
6/10/2015 17:00,227.2,228.28,226.95,228.2,375.96,85565.83,227.59
6/10/2015 18:00,228.2,228.57,226.83,227.52,837.44,190692.9,227.71
6/10/2015 19:00,227.65,228.49,227.54,228.31,641.8,146500.09,228.27
6/10/2015 20:00,228.3,228.57,227.62,228.25,182.79,41720.96,228.24
6/10/2015 21:00,228.35,228.57,227.67,228,130.89,29863.58,228.15
6/10/2015 22:00,228,228.32,226.95,227.88,429.24,97578.08,227.33
6/10/2015 23:00,227.88,227.88,227.35,227.8,30.11,6854.19,227.66
6/11/2015 0:00,227.88,228.34,227.25,228,60.46,13772.43,227.79
6/11/2015 1:00,228,228.57,227.8,228.57,42.56,9711.74,228.18
6/11/2015 2:00,228.54,228.57,227.84,228.31,71.49,16320.01,228.29
6/11/2015 3:00,228.28,228.57,228.16,228.57,75.02,17134.29,228.4
6/11/2015 4:00,228.57,228.74,228.38,228.7,39.23,8963.52,228.48
6/11/2015 5:00,228.55,229.35,228.39,228.7,108.83,24930.47,229.08
6/11/2015 6:00,228.7,229.19,228.41,229.02,272.99,62420.28,228.66
6/11/2015 7:00,229.02,229.48,228.9,228.92,504.77,115712,229.24
6/11/2015 8:00,229.05,229.45,228.82,229.33,102.45,23487.16,229.24
6/11/2015 9:00,229.3,229.57,228.63,229.34,206.37,47289.52,229.15
6/11/2015 10:00,229.3,229.35,228.77,229.2,191.04,43769.83,229.11
6/11/2015 11:00,229.19,229.2,228.8,229.19,90.3,20684.6,229.05
6/11/2015 12:00,229.05,229.2,228.75,229.12,442.11,101273.62,229.07
6/11/2015 13:00,229.01,229.12,228.7,228.76,109.7,25123.38,229.01
6/11/2015 14:00,228.79,229.17,228.5,228.77,244.92,56050.06,228.85
6/11/2015 15:00,228.77,229.13,228.49,228.84,422.98,96707.22,228.64
6/11/2015 16:00,228.84,229.33,228.49,229.2,354.77,81146.13,228.73
6/11/2015 17:00,229.1,229.32,229,229.02,322.68,73923.97,229.09
6/11/2015 18:00,229.1,229.16,228.11,228.76,459.68,105157.18,228.76
6/11/2015 19:00,228.85,229.09,228.08,228.49,192.2,43964.63,228.74
6/11/2015 20:00,228.7,228.92,228.51,228.88,154.34,35322.47,228.86
6/11/2015 21:00,228.72,228.9,228.4,228.88,107.55,24592.37,228.66
6/11/2015 22:00,228.9,229.11,228.01,228.83,110.06,25173.18,228.73
6/11/2015 23:00,228.83,229.14,228.79,229.03,40.79,9342.58,229.03
6/12/2015 0:00,229.14,229.3,228.51,229.28,111.39,25500.4,228.93
6/12/2015 1:00,229.28,229.28,228.81,228.95,80.92,18535.62,229.06
6/12/2015 2:00,228.91,229.05,228.69,228.98,66.63,15250.12,228.88
6/12/2015 3:00,229,229.27,228.79,228.93,54.12,12399.4,229.11
6/12/2015 4:00,228.95,229.31,228.66,229.1,73.09,16745.85,229.11
6/12/2015 5:00,229.1,229.3,228.5,228.87,109.7,25103.15,228.83
6/12/2015 6:00,228.98,229.31,228.29,229.05,213.87,48920.05,228.73
6/12/2015 7:00,229.1,229.83,228.45,229.66,338.01,77499.55,229.28
6/12/2015 8:00,229.67,229.78,229.4,229.65,124.55,28600.9,229.64
6/12/2015 9:00,229.66,229.69,228.99,229.25,107.67,24686.13,229.29
6/12/2015 10:00,229.26,230,229.02,229.86,587.31,134846.96,229.6
6/12/2015 11:00,230,230.19,229.44,229.89,250.22,57543.63,229.97
6/12/2015 12:00,229.99,230.16,229.26,229.57,228.86,52610.1,229.87
6/12/2015 13:00,229.7,230.69,229.33,230.69,490.49,112974.53,230.33
6/12/2015 14:00,230.69,230.7,229.84,230.23,341.12,78598.78,230.42
6/12/2015 15:00,230.37,230.55,230.1,230.53,301.01,69356.73,230.41
6/12/2015 16:00,230.55,230.55,229.06,229.5,419.43,96334.78,229.68
6/12/2015 17:00,229.45,230,229.45,229.81,186.54,42852.91,229.73
6/12/2015 18:00,229.8,230.56,229.18,230.15,650,149485.86,229.98
6/12/2015 19:00,230.12,230.56,229.32,229.66,207.8,47782.85,229.94
6/12/2015 20:00,229.66,230.06,229,229.81,395.58,90782.87,229.49
6/12/2015 21:00,229.9,230.01,229.1,229.84,358.47,82424.19,229.93
6/12/2015 22:00,229.84,229.99,229.25,229.92,75.5,17325.24,229.46
6/12/2015 23:00,229.81,229.92,229.1,229.4,114.85,26336.13,229.31
6/13/2015 0:00,229.3,229.48,228.07,228.35,236.94,54127.1,228.45
6/13/2015 1:00,228.31,229.85,228.06,229.47,306.87,70371.11,229.32
6/13/2015 2:00,229.35,229.82,229.05,229.65,63.74,14616.71,229.32
6/13/2015 3:00,229.74,229.85,229.6,229.85,15.39,3534.1,229.66
6/13/2015 4:00,229.85,229.9,229.64,229.66,66.8,15345.54,229.73
6/13/2015 5:00,229.65,229.9,229.51,229.6,38.97,8950.41,229.67
6/13/2015 6:00,229.51,229.75,229.44,229.59,38.33,8798.17,229.56
6/13/2015 7:00,229.6,229.84,228.93,229.56,60.57,13899.34,229.46
6/13/2015 8:00,229.55,229.84,229.41,229.75,41.49,9526.21,229.59
6/13/2015 9:00,229.75,229.85,229.25,229.85,37.3,8563.14,229.61
6/13/2015 10:00,229.85,229.89,229.66,229.87,56.06,12881.08,229.77
6/13/2015 11:00,229.86,229.99,229.64,229.76,85.66,19683.65,229.79
6/13/2015 12:00,229.98,230.05,229.76,229.8,59.85,13763.38,229.95
6/13/2015 13:00,229.75,230.11,229.65,229.99,107.09,24628.42,229.98
6/13/2015 14:00,229.95,230.25,229.82,230.2,279.44,64271.5,230
6/13/2015 15:00,230.25,230.5,230.14,230.44,69.16,15928.97,230.33
6/13/2015 16:00,230.5,230.5,230,230.35,158.06,36412.91,230.37
6/13/2015 17:00,230.38,230.49,230.22,230.35,127.12,29287.89,230.39
6/13/2015 18:00,230.46,230.5,229.99,230.3,204.28,47044.04,230.29
6/13/2015 19:00,230.3,230.48,229.98,230.48,126.7,29168.05,230.22
6/13/2015 20:00,230.48,232,230.35,231.52,959.5,222103.17,231.48
6/13/2015 21:00,231.69,232.02,231.16,232,743.7,172305.66,231.69
6/13/2015 22:00,231.94,232.04,231.4,231.51,101.81,23582.69,231.63
6/13/2015 23:00,231.75,231.92,231.5,231.64,24.98,5785.36,231.56
6/14/2015 0:00,231.64,232.44,231.64,232.05,117.44,27281.75,232.3
6/14/2015 1:00,232.07,232.07,231.5,231.94,107.81,24970.08,231.62
6/14/2015 2:00,231.62,232.07,231.46,231.66,57.74,13379.3,231.73
6/14/2015 3:00,231.56,232.27,231.56,232.11,39.68,9195.18,231.73
6/14/2015 4:00,232.11,232.15,231.46,232.15,41.99,9732.92,231.8
6/14/2015 5:00,231.88,233.86,231,233.01,791.52,184017.71,232.49
6/14/2015 6:00,233.03,233.3,232.93,233.19,117.69,27434.83,233.11
6/14/2015 7:00,233.2,233.3,232.25,233.3,215.25,50106.28,232.78
6/14/2015 8:00,233.28,234,233.2,233.78,128.86,30109.18,233.66
6/14/2015 9:00,233.99,234,232.55,232.68,143.8,33523.34,233.13
6/14/2015 10:00,232.8,233.43,232.66,233.02,114.8,26770.27,233.19
6/14/2015 11:00,233.16,233.43,231.65,232.36,209.21,48673.19,232.65
6/14/2015 12:00,232.36,232.6,231.77,231.8,85.31,19805.1,232.16
6/14/2015 13:00,231.8,232.29,231.35,231.75,72.45,16794.31,231.8
6/14/2015 14:00,231.75,232.67,231.6,232.3,66.44,15418.18,232.08
